"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"<i>Ruminococcus torques</i> is a keystone degrader of intestinal mucin glycoprotein, releasing oligosaccharides used by <i>Bacteroides thetaiotaomicron</i>","https://scispace.com/paper/i-ruminococcus-torques-i-is-a-keystone-degrader-of-4tdyf0njl4","2024","Journal Article","Mbio","Sadie R. Gugel
Gabriel Vasconcelos Pereira
Ana S. Luís
Emily Madlambayan
Nicolas Terrapon
Matthew Ostrowski
Chunsheng Jin
Bernard Henrissat
NULL AUTHOR_ID
NULL AUTHOR_ID","10.1128/mbio.00039-24","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Ruminococcus torques mucin degradation; no R. gnavus experiments, assays, or metabolic data are presented.","ABSTRACT Symbiotic interactions between humans and our communities of resident gut microbes (microbiota) play many roles in health and disease. Some gut bacteria utilize mucus as a nutrient source and can under certain conditions damage the protective barrier it forms, increasing disease susceptibility. We investigated how Ruminococcus torques— a known mucin degrader that has been implicated in inflammatory bowel diseases (IBDs)—degrades mucin glycoproteins or their component O -linked glycans to understand its effects on the availability of mucin-derived nutrients for other bacteria. We found that R. torques utilizes both mucin glycoproteins and released oligosaccharides from gastric and colonic mucins, degrading these substrates with a panoply of mostly constitutively expressed, secreted enzymes. Investigation of mucin oligosaccharide degradation by R. torques revealed strong α-L-fucosidase, sialidase and β1,4-galactosidase activities. There was a lack of detectable sulfatase and weak β1,3-galactosidase degradation, resulting in accumulation of glycans containing these structures on mucin polypeptides. While the Gram-negative symbiont, Bacteroides thetaiotaomicron grows poorly on mucin glycoproteins, we demonstrate a clear ability of R. torques to liberate products from mucins, making them accessible to B. thetaiotaomicron . This work underscores the diversity of mucin-degrading mechanisms in different bacterial species and the probability that some species are contingent on others for the ability to more fully access mucin-derived nutrients. The ability of R. torques to directly degrade a variety of mucin and mucin glycan structures and unlock released glycans for other species suggests that it is a keystone mucin degrader, which might contribute to its association with IBD. IMPORTANCE An important facet of maintaining healthy symbiosis between host and intestinal microbes is the mucus layer, the first defense protecting the epithelium from lumenal bacteria. Some gut bacteria degrade the various components of intestinal mucins, but detailed mechanisms used by different species are still emerging. It is imperative to understand these mechanisms as they likely dictate interspecies interactions and may illuminate species associated with bacterial mucus damage and subsequent disease susceptibility. Ruminococcus torques is positively associated with IBD in multiple studies. We identified mucin glycan-degrading enzymes in R. torques and found that it shares mucin degradation products with another species of gut bacteria, Bacteroides thetaiotaomicron . Our findings underscore the importance of understanding mucin degradation mechanisms in different gut bacteria and their consequences on interspecies interactions, which may identify keystone bacteria that disproportionately affect mucus damage and could therefore be key players in effects that result from reductions in mucus integrity. "
"Mucin utilization by gut microbiota: recent advances on characterization of key enzymes","https://scispace.com/paper/mucin-utilization-by-gut-microbiota-recent-advances-on-uxkvmq57","2023","Journal Article","Essays in Biochemistry","Grete Raba
A.S. Luis","10.1042/EBC20220121","https://portlandpress.com/essaysbiochem/article-pdf/67/3/345/945325/ebc-2022-0121c.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review summarizes mucin‑degrading enzymes across gut microbes; no original R. gnavus experiments, growth assays, metabolic data, or controls are presented.","Abstract The gut microbiota interacts with the host through the mucus that covers and protects the gastrointestinal epithelium. The main component of the mucus are mucins, glycoproteins decorated with hundreds of different O-glycans. Some microbiota members can utilize mucin O-glycans as carbons source. To degrade these host glycans the bacteria express multiple carbohydrate-active enzymes (CAZymes) such as glycoside hydrolases, sulfatases and esterases which are active on specific linkages. The studies of these enzymes in an in vivo context have started to reveal their importance in mucin utilization and gut colonization. It is now clear that bacteria evolved multiple specific CAZymes to overcome the diversity of linkages found in O-glycans. Additionally, changes in mucin degradation by gut microbiota have been associated with diseases like obesity, diabetes, irritable bowel disease and colorectal cancer. Thereby understanding how CAZymes from different bacteria work to degrade mucins is of critical importance to develop new treatments and diagnostics for these increasingly prevalent health problems. This mini-review covers the recent advances in biochemical characterization of mucin O-glycan-degrading CAZymes and how they are connected to human health."
"Mucin degradation in human colon ecosystems. Evidence for the existence and role of bacterial subpopulations producing glycosidases as extracellular enzymes.","https://scispace.com/paper/mucin-degradation-in-human-colon-ecosystems-evidence-for-the-uvck9x0xhw","1981","Journal Article","Journal of Clinical Investigation","Lansing C. Hoskins
Erwin T. Boulding","10.1172/JCI110009","https://scispace.com/pdf/mucin-degradation-in-human-colon-ecosystems-evidence-for-the-uvck9x0xhw.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies bacterial subpopulations producing extracellular glycosidases; no focus on R. gnavus, specific mucin growth assays, or detailed metabolic/ genetic analyses.","Recent work indicates that subpopulations of human fecal bacteria, averaging approximately 1% of the total viable fecal flora, degrade the oligosaccharide side chains of hog gastric mucin, which structurally resembles human epithelial mucins. Here we report studies to determine whether degradation of mucin oligosaccharides is related to glycosidase production by bacteria growing in anaerobic fecal cultures. Triplicate cultures containing hog gastric mucin were inoculated with serially diluted feces from each of seven healthy subjects. When the stationary growth phase was attained, mucin oligosaccharide degradation and both cell-bound and extracellular activities of four glycosidases were measured in each culture. Cell-bound beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase were present in bacteria growing at all levels of fecal inocula, including 10(-11) g. In contrast, extracellular activities were present in every culture inoculated with 10(-4)-10(-7) g feces, but were diminished or absent in cultures inoculated with 10(-8)-10(-11) g feces. Bacterial autolysis was an unlikely cause of extracellular glycosidase activity, since p-nitrophenyl-alpha-l-fucosidase remained cell bound in cultures at every level of fecal inoculum. Degradation of mucin oligosaccharides was associated with extracellular, but not with cell-bound beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase. Among the seven subjects, the estimated most probable numbers (MPN) of fecal bacteria producing extracellular beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase ranged from 10(6)-10(10)/g dry fecal wt, were comparable to the MPN of mucin-degrading bacteria, and were significantly smaller than the MPN of total fecal bacteria. We interpret these findings as evidence for the existence of bacterial subpopulations in the normal fecal flora that produce extracellular glycosidases, and that these subpopulations have a major role in degrading the complex oligosaccharides of mucin in the gut lumen."
"Infant Early Gut Colonization by Lachnospiraceae: High Frequency of Ruminococcus gnavus.","https://scispace.com/paper/infant-early-gut-colonization-by-lachnospiraceae-high-3rmhhnns3s","2016","Journal Article","Frontiers in Pediatrics","Valeria Sagheddu
Vania Patrone
Francesco Miragoli
Edoardo Puglisi
Lorenzo Morelli","10.3389/FPED.2016.00057","https://scispace.com/pdf/infant-early-gut-colonization-by-lachnospiraceae-high-3rmhhnns3s.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The study quantifies R. gnavus in infants and discusses mucin‑related pathways, but provides no experimental mucin‑utilization assays, metabolic data, or comparative growth analyses.","Lachnospiraceae is a bacterial family usually isolated from human and mammalian intestinal microbiota. However, its presence and role in the infant microbiota is not fully elucidated. This may due to the strictly anaerobic behavior of its members that hampers the possibility of culture-dependent enumeration. Here, we report on the presence of this bacterial group, using biomolecular techniques, in stool samples from 25 babies aged between one and 24 months. Denaturing gradient gel electrophoresis (DGGE) was used as a first detection step and data were confirmed by quantitative PCR (qPCR). The DGGE showed the presence of Lachnospiraceae in infant fecal specimens and indicated the prevalence of Ruminococcus gnavus (R. gnavus). The qPCR confirmed the presence of the Clostridium XVIa group, Blautia genus, and R. gnavus, which are the main members of this family. We detected R. gnavus in 22 of 25 (88%) samples with a qPCR probe assay. Despite the difficulties associated with their detection and enumeration, Lachnospiraceae, and in particular R. gnavus, should be included in future studies on the infant microbiota composition."
"FiberGrowth Pipeline: A Framework Toward Predicting Fiber-Specific Growth From Human Gut Bacteroidetes Genomes.","https://scispace.com/paper/fibergrowth-pipeline-a-framework-toward-predicting-fiber-2t4dyocvki","2021","Journal Article","Frontiers in Microbiology","Bénédicte Colnet
Christian M. K. Sieber
Fanny Perraudeau
Marion Leclerc","10.3389/FMICB.2021.632567","https://scispace.com/pdf/fibergrowth-pipeline-a-framework-toward-predicting-fiber-2t4dyocvki.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on Bacteroidetes PUL models and laminarin/mucin predictions; no R. gnavus experiments, growth assays, or detailed mucin metabolism data.","Dietary fibers impact gut colonic health, through the production of short-chain fatty acids. A low-fiber diet has been linked to lower bacterial diversity, obesity, type 2 diabetes, and promotion of mucosal pathogens. Glycoside hydrolases (GHs) are important enzymes involved in the bacterial catabolism of fiber into short-chain fatty acids. However, the GH involved in glycan breakdown (adhesion, hydrolysis, and fermentation) are organized in polysaccharide utilization loci (PUL) with complex modularity. Our goal was to explore how the capacity of strains, from the Bacteroidetes phylum, to grow on fiber could be predicted from their genome sequences. We designed an in silico pipeline called FiberGrowth and independently validated it for seven different fibers, on 28 genomes from Bacteroidetes-type strains. To do so, we compared the existing GH annotation tools and built PUL models by using published growth and gene expression data. FiberGrowth's prediction performance in terms of true positive rate (TPR) and false positive rate (FPR) strongly depended on available data and fiber: arabinoxylan (TPR: 0.89 and FPR: 0), inulin (0.95 and 0.33), heparin (0.8 and 0.22) laminarin (0.38 and 0.17), levan (0.3 and 0.06), mucus (0.13 and 0.38), and starch (0.73 and 0.41). Being able to better predict fiber breakdown by bacterial strains would help to understand their impact on human nutrition and health. Assuming further gene expression experiment along with discoveries on structural analysis, we hope computational tools like FiberGrowth will help researchers prioritize and design in vitro experiments."
"Evaluación in vitro de aminoácidos lisina y metionina con y sin protección","https://scispace.com/paper/evaluacion-in-vitro-de-aminoacidos-lisina-y-metionina-con-y-4hut21c8z4","2015","","","Mónica Duque Quintero
Jaime Ricardo Rosero Noguera
Martha Olivera Ángel","","https://scispace.com/pdf/evaluacion-in-vitro-de-aminoacidos-lisina-y-metionina-con-y-4hut21c8z4.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper evaluates rumen degradation of lysine and methionine; it does not involve Ruminococcus gnavus, mucin, or gut‑microbe metabolic assays.","Con el proposito de evaluar la proteccion de los aminoacidos sinteticos lisina y metionina se realizo una fermentacion ruminal in vitro donde se determinaron los parametros de degradabilidad ruminal, produccion de gas y la liberacion de nitrogeno amoniacal. El porcentaje de degradacion de la MS y la liberacion del amoniaco fueron mucho mayor con la urea comparada con los AA los cuales no difieron entre sin o con proteccion."
"Use of a three-stage continuous culture system to study the effect of mucin on dissimilatory sulfate reduction and methanogenesis by mixed populations of human gut bacteria.","https://scispace.com/paper/use-of-a-three-stage-continuous-culture-system-to-study-the-3z0j5stxlq","1988","Journal Article","Applied and Environmental Microbiology","Glenn R. Gibson
John H. Cummings
George T. Macfarlane","10.1128/AEM.54.11.2750-2755.1988","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses mixed human fecal cultures, not R. gnavus; no specific in‑vitro assays, metabolic profiling, or carbon‑source comparisons for that species.","A mixed culture of human fecal bacteria was grown for 120 days in a three-stage continuous culture system. To reproduce some of the nutritional and pH characteristics of the large gut, each vessel had a different operating volume (0.3, 0.5, and 0.8 liter) and pH (6.0, 6.5, and 7.0). A mixture of polysaccharides and proteins was used as carbon and nitrogen sources. Measurements of H2, CH4, S2-, sulfate reduction rates, sulfate-reducing bacteria (SRB), and volatile fatty acids were made throughout the experiment. After 48 days of running, porcine gastric mucin (5.8 g/day) was independently fed to vessel 1 of the multichamber system. The mucin was extensively degraded as evidenced by the stimulation of volatile fatty acid production. In the absence of mucin, sulfate-reducing activity was comparatively insignificant and methanogenesis was the major route for the disposal of electrons. The reverse occurred upon the addition of mucin; sulfate reduction predominated and methanogenesis was completely inhibited. This was attributed to release of sulfate from the mucin which enabled SRB to outcompete methanogenic bacteria for H2. SRB stimulated by mucin were acetate-utilizing Desulfobacter spp., lactate- and H2-utilizing Desulfovibrio spp., and propionate-utilizing Desulfobulbus spp. When the mucin pump was switched off, the multichamber system reverted to a state close to its original equilibrium. These data provide further evidence that sulfated polysaccharides such as mucin may be a source of sulfate for SRB in the human large gut."
"Fermentation of mucins and plant polysaccharides by anaerobic bacteria from the human colon.","https://scispace.com/paper/fermentation-of-mucins-and-plant-polysaccharides-by-2qma0ympwd","1977","Journal Article","Applied and Environmental Microbiology","A A Salyers
S E West
J R Vercellotti
Tracy D. Wilkins","10.1128/AEM.34.5.529-533.1977","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies mucin fermentation by various colon bacteria, but none involve Ruminococcus gnavus; lacks targeted growth, metabolic, or control data for this species.","A total of 154 strains from 22 species of Bifidobacterium, Peptostreptococcus, Lactobacillus, Ruminococcus, Coprococcus, Eubacterium, and Fusobacterium, which are present in high concentrations in the human colon, were surveyed for their ability to ferment 21 different complex carbohydrates. Plant polysaccharides, including amylose, amylopectin, pectin, polygalacturonate, xylan, laminarin, guar gum, locust bean gum, gum ghatti, gum arabic, and gum tragacanth, were fermented by some strains from Bifidobacterium, Peptostreptococcus, Ruminococcus, and Eubacterium species. Porcine gastric mucin, which was fermented by some strains of Ruminococcus torques and Bifidobacterium bifidum, was the only mucin utilized by any of the strains tested."
"Mucin Glycoprotein Degradation by Mucin Oligosaccharide-degrading Strains of Human Faecal Bacteria. Characterisation of Saccharide Cleavage Products and their Potential Role in Nutritional Support of Larger Faecal Bacterial Populations","https://scispace.com/paper/mucin-glycoprotein-degradation-by-mucin-oligosaccharide-376go4j8vu","1992","Journal Article","Microbial Ecology in Health and Disease","L. C. Hoskins
E. T. Boulding
Thomas A. Gerken
V. R. Harouny
M. S. Kriaris","10.3109/08910609209141586","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies Ruminococcus torques, not R. gnavus; focuses on mucin‑degrading enzymes and support of other bacteria, lacking direct R. gnavus growth or metabolic data.","A subset of normal human faecal bacteria composed of niucin oligosaccharide-degrading (MOD) strains appears to be the principal source of intraluminal, extracellular glycosidases degrading the oligosaccharides of gut mucin glycoproteins and epithelial membrane glycoconjugates. Here we report studies characterising the saccharides released from hog gastric mucin during incubation with the extracellular enzymes in their cell-free culture supernates. We have also tested the ability of the saccharide products to support growth of larger populations of faecal bacteria. Gel exclusion chromatography of the residual mucin following bacterial growth in mucin-containing medium confirmed that MOD strains extensively degraded the carhohydrate moieties (60-96 per cent) whereas strains of bacteroides and bifidobacteria of larger faecal populations degraded the carbohydrate moieties less extensively (median loss, 29 per cent; range 8-42 per cent). Saccharides released from hog gastric niucin by MOD strain enzymes were identified by biochemical and NMR spectroscopic methods as galactose, fucose. N -acetylglucosamine. N -acetylgalactosamine and the disaccharides GalβGalNAc and Galβ3GlcNAc. Larger oligosaccharides were not recovered. Carbon-13 NMR spectra of the residual mucin were consistent with complete removal of some but not all oligosaccliaride chains. The monosaccharides but not the disaccharides were also recovered following incubation of mucin with the sterile cell-free supernate of a heavily inoculated faecal culture. Saccharides released from hog gastric mucin by partially purified culture supernate enzyincs from Ruminococcus torques strain IX-70 were 70-98 per cent utilised by larger populations of faecal bacteria during growth in culture. Bacteria growing from 1 x 10 -10 g faecal inocula from five subjects showed minimal growth in media containing intact hog gastric mucin but grew well if the mucin-containing medium was preincubated with a sterile enzyme preparation from R. torques IX-70. We conclude that glycosidases produced by MOD strains can serve a nutritionally supportive role for larger populations of enteric bacteria, especially during fasting. Keywords: Mucins; Glycoproteins; Enteric bacteria; Microbial ecology; Ruminococcus ; Bifidobacterium ."
"Home sweet home : Mucin glycan-driven interactions in synthetic communities of human gut microbes","https://scispace.com/paper/home-sweet-home-mucin-glycan-driven-interactions-in-d67ckc829jdv","2025","Journal Article","","Maryse D Berkhout","10.18174/681239","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Akkermansia muciniphila, Ruminococcus torques, and Bacteroides thetaiotaomicron; no experiments involving Ruminococcus gnavus or its mucin utilization.","A specialised microbial community inhabits the human gut mucus layer. Some of these mucosal residents thrive on mucin glycoproteins that make up this layer. Mucin glycan degraders release mono- and oligosaccharides, and produce metabolites and gases that can be used by other inhabitants of the mucus layer through cross-feeding. In this thesis, I studied the collective mucin glycan degradation by a network of interacting microbes. To do that, I created a microbial mucin-degrading synthetic community (MDSC) and studied its composition and function during growth on mucin. This revealed that all mucin glycan degraders could co-exist, and that they could sustain butyrate-producing and hydrogen-consuming organisms. I show that a large number of diverse glycan-degrading enzymes encoded by different bacteria is involved in mucin glycan degradation. Throughout this thesis, specialist mucin glycan degrader Akkermansia muciniphila played a central role. When present from the start in a synthetic community growing on mucin, it was the dominant organism. Even when it was added after stabilisation of the synthetic community, to simulate probiotic treatment, A. muciniphila was able to colonise and persist. Furthermore, in a synthetic community that was designed to model the developing infant gut microbiota, the mucin specificity of A. muciniphila was again confirmed, as it only grew in the presence of mucin and not with any of the other substrates. A comparison of A. muciniphila to fellow specialist mucin glycan degrader Ruminococcus torques and glycan generalist Bacteroides thetaiotaomicron revealed that each mucin glycan degrader has distinct preferences for specific mucin glycan structures. Consequently, growing the synthetic community on different mucin types affected community composition and function. This thesis demonstrates the utility of synthetic communities for microbial ecophysiological research, and contributes another piece to the puzzle of the ecological interactions that occur between the microbes that call the mucus layer their home. "
"Universidade estadual paulista ""julio de mesquita filho"" faculdade de ciências agrárias e veterinárias campus de jaboticabal avaliação da polpa cítrica peletizada como aditivo no processo de ensilagem dos capins","https://scispace.com/paper/universidade-estadual-paulista-julio-de-mesquita-filho-2o0fz6cscu","2005","","","Tanzânia E Marandu","","https://scispace.com/pdf/universidade-estadual-paulista-julio-de-mesquita-filho-2o0fz6cscu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on citrus pulp as silage additive and ruminal degradability; no mention of Ruminococcus gnavus, mucin, or related gut microbiology experiments.",""
"Comparative genomic analysis of the human gut microbiome reveals a broad distribution of metabolic pathways for the degradation of host-synthetized mucin glycans","https://scispace.com/paper/comparative-genomic-analysis-of-the-human-gut-microbiome-2tt1cndnyx","2017","Posted Content","arXiv: Genomics","Dmitry A. Ravcheev
Ines Thiele","","https://arxiv.org/pdf/1703.10524.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides genome‑wide predictions of mucin‑degrading pathways across many gut microbes; no experimental R. gnavus cultures, growth assays, or metabolic measurements.","The colonic mucus layer is a dynamic and complex structure formed by secreted and transmembrane mucins, which are high-molecular-weight and heavily glycosylated proteins. Colonic mucus consists of a loose outer layer and a dense epithelium-attached layer. The outer layer is inhabited by various representatives of the human gut microbiota (HGM). Glycans of the colonic mucus can be used by the HGM as a source of carbon and energy when dietary fibers are not sufficiently available. Here, we analyzed 397 individual HGM genomes to identify pathways for the cleavage of host-synthetized mucin glycans to monosaccharides as well as for the catabolism of the derived monosaccharides. Our key results are as follows: (i) Genes for the cleavage of mucin glycans were found in 86% of the analyzed genomes, whereas genes for the catabolism of derived monosaccharides were found in 89% of the analyzed genomes. (ii) Comparative genomic analysis identified four alternative forms of the monosaccharide-catabolizing enzymes and four alternative forms of monosaccharide transporters. (iii) Eighty-five percent of the analyzed genomes may be involved in exchange pathways for the monosaccharides derived from cleaved mucin glycans. (iv) The analyzed genomes demonstrated different abilities to degrade known mucin glycans. Generally, the ability to degrade at least one type of mucin glycan was predicted for 81% of the analyzed genomes. (v) Eighty-two percent of the analyzed genomes can form mutualistic pairs that are able to degrade mucin glycans and are not degradable by any of the paired organisms alone. Taken together, these findings provide further insight into the inter-microbial communications of the HGM as well as into host-HGM interactions."
"Vancomycin-Resistant Enterococci May Obtain Nutritional Support by Scavenging Carbohydrate Fragments Generated During Mucin Degradation by the Anaerobic Microbiota of the Colon","https://scispace.com/paper/vancomycin-resistant-enterococci-may-obtain-nutritional-3ujp0b1skh","2006","Journal Article","Microbial Drug Resistance","Nicole J. Pultz
Lansing C. Hoskins
Curtis J. Donskey","10.1089/MDR.2006.12.63","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies VRE nutrient acquisition via mucin fragments released by Ruminococcus torques enzymes; no R. gnavus experiments, growth assays, or metabolic analyses relevant to the listed criteria.","Vancomycin-resistant Enterococcus (VRE) is an important nosocomial pathogen that colonizes the intestinal tract. The substrates that provide nutritional support for VRE in the colon are not known. We tested the hypothesis that enzymatic breakdown of complex polysaccharides and glycoconjugates by other members of the indigenous microbiota could provide a source of nutrients for VRE. Nine vancomycin-resistant E. faecium strains were unable to ferment complex plant polysaccharides or hog gastric or bovine submaxillary mucin; however, each of the strains was able to ferment monosaccharides that are components of mucins and plant polysaccharides. Preincubation of hog gastric mucin with partially purified enzyme mixtures obtained from supernatants of Ruminococcus torques or a human stool specimen resulted in release of monosaccharides that supported growth of VRE. These results suggest that enzymatic breakdown of complex polysaccharides such as mucin by members of the indigenous microbiota may provide a source ..."
"An automated Raman-based platform for the sorting of live cells by functional properties.","https://scispace.com/paper/an-automated-raman-based-platform-for-the-sorting-of-live-1legncidl7","2019","Journal Article","Nature microbiology","Kang Soo Lee
Márton Palatinszky
Fátima C. Pereira
Jen Nguyen
Jen Nguyen
Vicente Fernandez
Vicente Fernandez
Anna J. Mueller
Filippo Menolascina
Holger Daims
David Berry
Michael Wagner
Roman Stocker
Roman Stocker","10.1038/S41564-019-0394-9","https://scispace.com/pdf/an-automated-raman-based-platform-for-the-sorting-of-live-1legncidl7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Raman‑based sorting of mouse gut microbes; does not study R. gnavus, mucin growth assays, or detailed metabolic analyses.","Stable-isotope probing is widely used to study the function of microbial taxa in their natural environment, but sorting of isotopically labelled microbial cells from complex samples for subsequent genomic analysis or cultivation is still in its early infancy. Here, we introduce an optofluidic platform for automated sorting of stable-isotope-probing-labelled microbial cells, combining microfluidics, optical tweezing and Raman microspectroscopy, which yields live cells suitable for subsequent single-cell genomics, mini-metagenomics or cultivation. We describe the design and optimization of this Raman-activated cell-sorting approach, illustrate its operation with four model bacteria (two intestinal, one soil and one marine) and demonstrate its high sorting accuracy (98.3 ± 1.7%), throughput (200–500 cells h−1; 3.3–8.3 cells min−1) and compatibility with cultivation. Application of this sorting approach for the metagenomic characterization of bacteria involved in mucin degradation in the mouse colon revealed a diverse consortium of bacteria, including several members of the underexplored family Muribaculaceae, highlighting both the complexity of this niche and the potential of Raman-activated cell sorting for identifying key players in targeted processes. Here, the authors developed an automated, high-throughput method for the sorting of single live cells based on their functional phenotype for downstream genomics or cultivation. Application of the platform to murine gut microbiota samples identified a diverse community of mucin degraders."
"Mucin-degrading gut commensals isolated from healthy faecal donor suppress intestinal epithelial inflammation and regulate tight junction barrier function","https://scispace.com/paper/mucin-degrading-gut-commensals-isolated-from-healthy-faecal-ciq9s9bf","2022","Journal Article","Frontiers in Immunology","Mingfang Pan
Nilakshi Barua
Margaret Ip","10.3389/fimmu.2022.1021094","https://scispace.com/pdf/mucin-degrading-gut-commensals-isolated-from-healthy-faecal-ciq9s9bf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies mucin-degrading commensals other than R. gnavus; no R. gnavus mucin experiments, so not relevant to any criteria.","The intestinal epithelium surface is covered by a layer of mucus that harbors a complex and dynamic population of bacteria termed gut microbiota. In particular, some gut bacteria have the ability to degrade the mucin glycan for nutritional sources. However, the bacterial diversity of mucin-degrading bacteria in human gut microbiota and their role in the gut remains unclear. In this study, we characterized the diversity of mucin-degrading bacteria in the human gut microbiota by an established cultivation-based molecular profiling method. The results showed the gut commensals having the mucin degrading ability were widely distributed in the gut microbiota and were more abundant than previously thought. In addition, many previously uncharacterized mucin degraders were isolated from faecals samples, suggesting the mucin-degrading gut commensals were underappreciated. To gain a better understanding of the interaction between these mucin-degrading gut commensals and the host, the effect of the commensals on intestinal epithelial cells were examined, and the results revealed that the commensals (8 Bacteroides spp., 2 Parabacteroides spp, Akkermanisa muciniphila and Bifidobacterial dentium) incited low level of inflammatory response (IL-8 and TNF-α) but suppressed the inflammatory response induced by E. coli through downregulating the NF-κB pathway. The presence of gut commensals also showed potential in enhancing the epithelial tight junction (TJ) barrier function through regulating the mRNA expression of TJ protein genes such as Zo-1, Occludin, Claudin-1 and E-cadherin. Furthermore, the presence of commensal bacteria P. distasonis, B. thetaiotaomicron and A. muciniphila completely or partly restored the pro-inflammatory cytokine IL-1β induced TJ barrier disruption. In conclusion, these findings indicate that mucin-degrading gut commensals were widely distributed in the gut microbiota and showed anti-inflammatory effect against pathogen infection and potential in modulating the epithelial barrier function."
"Interactions of Intestinal Bacteria with Components of the Intestinal Mucus.","https://scispace.com/paper/interactions-of-intestinal-bacteria-with-components-of-the-g3fljuwkku","2017","Journal Article","Frontiers in Cellular and Infection Microbiology","Jean-Félix Sicard
Guillaume Le Bihan
Philippe Vogeleer
Mario Jacques
Josée Harel","10.3389/FCIMB.2017.00387","https://scispace.com/pdf/interactions-of-intestinal-bacteria-with-components-of-the-g3fljuwkku.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review article lists R. gnavus as a mucin‑degrader but provides no primary experiments, growth assays, metabolic data, or controls specific to R. gnavus mucin utilization.","The human gut is colonized by a variety of large amounts of microbes that are collectively called intestinal microbiota. Most of these microbial residents will grow within the mucus layer that overlies the gut epithelium and will act as the first line of defense against both commensal and invading microbes. This mucus is essentially formed by mucins, a family of highly glycosylated protein that are secreted by specialize cells in the gut. In this Review, we examine how commensal members of the microbiota and pathogenic bacteria use mucus to their advantage to promote their growth, develop biofilms and colonize the intestine. We also discuss how mucus-derived components act as nutrient and chemical cues for adaptation and pathogenesis of bacteria and how bacteria can influence the composition of the mucus layer."
"<i>O</i>-Mucin-degrading carbohydrate-active enzymes and their possible implication in inflammatory bowel diseases","https://scispace.com/paper/i-o-i-mucin-degrading-carbohydrate-active-enzymes-and-their-2bq0g01q","2023","Journal Article","Essays in Biochemistry","Gabrielle Potocki-Véronèse","10.1042/ebc20220153","https://scispace.com/pdf/i-o-i-mucin-degrading-carbohydrate-active-enzymes-and-their-2bq0g01q.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper reviews O‑mucin‑degrading CAZymes across many gut microbes; mentions R. gnavus as a mucin degrader but provides no direct R. gnavus experiments, growth assays, or metabolic data.","Inflammatory bowel diseases (IBD) are modern diseases, with incidence rising around the world. They are associated with perturbation of the intestinal microbiota, and with alteration and crossing of the mucus barrier by the commensal bacteria that feed on it. In the process of mucus catabolism and invasion by gut bacteria, carbohydrate-active enzymes (CAZymes) play a critical role since mucus is mainly made up by O- and N-glycans. Moreover, the occurrence of IBD seems to be associated with low-fiber diets. Conversely, supplementation with oligosaccharides, such as human milk oligosaccharides (HMOs), which are structurally similar to intestinal mucins and could thus compete with them towards bacterial mucus-degrading CAZymes, has been suggested to prevent inflammation. In this mini-review, we will establish the current state of knowledge regarding the identification and characterization of mucus-degrading enzymes from both cultured and uncultured species of gut commensals and enteropathogens, with a particular focus on the present technological opportunities available to further the discovery of mucus-degrading CAZymes within the entire gut microbiome, by coupling microfluidics with metagenomics and culturomics. Finally, we will discuss the challenges to overcome to better assess how CAZymes targeting specific functional oligosaccharides could be involved in the modulation of the mucus-driven cross-talk between gut bacteria and their host in the context of IBD. "
