"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Comparative Genomic Analysis of the Human Gut Microbiome Reveals a Broad Distribution of Metabolic Pathways for the Degradation of Host-Synthetized Mucin Glycans and Utilization of Mucin-Derived Monosaccharides","https://scispace.com/paper/comparative-genomic-analysis-of-the-human-gut-microbiome-3f6kja4g9q","2017","Journal Article","Frontiers in Genetics","Dmitry A. Ravcheev
Ines Thiele","10.3389/FGENE.2017.00111","","The colonic mucus layer is a dynamic and complex structure formed by secreted and transmembrane mucins, which are high-molecular-weight and heavily glycosylated proteins. Colonic mucus consists of a loose outer layer and a dense epithelium-attached layer. The outer layer is inhabited by various representatives of the human gut microbiota (HGM). Glycans of the colonic mucus can be used by the HGM as a source of carbon and energy when dietary fibers are not sufficiently available. Both commensals and pathogens can utilize mucin glycans. Commensals are mostly involved in the cleavage of glycans, while pathogens mostly utilize monosaccharides released by commensals. This HGM-derived degradation of the mucus layer increases pathogen susceptibility and causes many other health disorders. Here, we analyzed 397 individual HGM genomes to identify pathways for the cleavage of host-synthetized mucin glycans to monosaccharides as well as for the catabolism of the derived monosaccharides. Our key results are as follows: (i) Genes for the cleavage of mucin glycans were found in 86% of the analyzed genomes, which significantly higher than a previous estimation. (ii) Genes for the catabolism of derived monosaccharides were found in 89% of the analyzed genomes. (iii) Comparative genomic analysis identified four alternative forms of the monosaccharide-catabolizing enzymes and four alternative forms of monosaccharide transporters. (iv) Eighty-five percent of the analyzed genomes may be involved in potential feeding pathways for the monosaccharides derived from cleaved mucin glycans. (v) The analyzed genomes demonstrated different abilities to degrade known mucin glycans. Generally, the ability to degrade at least one type of mucin glycan was predicted for 81% of the analyzed genomes. (vi) Eighty-two percent of the analyzed genomes can form mutualistic pairs that are able to degrade mucin glycans and are not degradable by any of the paired organisms alone. Taken together, these findings provide further insight into the inter-microbial communications of the HGM as well as into host-HGM interactions.","In this paper, the authors analyzed 397 individual HGM genomes to identify pathways for the cleavage of host-synthetized mucin glycans to monosaccharides as well as for the catabolism of the derived monosACcharides."
"Mucin glycan foraging in the human gut microbiome","https://scispace.com/paper/mucin-glycan-foraging-in-the-human-gut-microbiome-4g9d0csw71","2015","Journal Article","Frontiers in Genetics","Louise E. Tailford
Emmanuelle H. Crost
Devon Kavanaugh
Nathalie Juge","10.3389/FGENE.2015.00081","","The availability of host and dietary carbohydrates in the gastrointestinal (GI) tract plays a key role in shaping the structure-function of the microbiota. In particular, some gut bacteria have the ability to forage on glycans provided by the mucus layer covering the GI tract. The O-glycan structures present in mucin are diverse and complex, consisting predominantly of core 1-4 mucin-type O-glycans containing α- and β- linked N-acetyl-galactosamine, galactose and N-acetyl-glucosamine. These core structures are further elongated and frequently modified by fucose and sialic acid sugar residues via α1,2/3/4 and α2,3/6 linkages, respectively. The ability to metabolize these mucin O-linked oligosaccharides is likely to be a key factor in determining which bacterial species colonise the mucosal surface. Due to their proximity to the immune system, mucin-degrading bacteria are in a prime location to influence the host response. However, despite the growing number of bacterial genome sequences available from mucin degraders, our knowledge on the structural requirements for mucin degradation by gut bacteria remains fragmented. This is largely due to the limited number of functionally characterized enzymes and the lack of studies correlating the specificity of these enzymes with the ability of the strain to degrade and utilize mucin and mucin glycans. This review focuses on recent findings unravelling the molecular strategies used by mucin-degrading bacteria to utilise host glycans, adapt to the mucosal environment, and influence human health.","This review focuses on recent findings unraveling the molecular strategies used by mucin-degrading bacteria to utilize host glycans, adapt to the mucosal environment, and influence human health."
"RadA, a MSCRAMM Adhesin of the Dominant Symbiote Ruminococcus gnavus E1, Binds Human Immunoglobulins and Intestinal Mucins.","https://scispace.com/paper/rada-a-mscramm-adhesin-of-the-dominant-symbiote-ruminococcus-2ncb0opyeg","2021","","","Marc Maresca
Radia Alatou
Ange Pujol
Cendrine Nicoletti
Josette Perrier
Thierry Giardina
Gwénola Simon
Vincent Méjean
Michel Fons","10.3390/BIOM11111613","","Adhesion to the digestive mucosa is considered a key factor for bacterial persistence within the gut. In this study, we show that Ruminococcus gnavus E1 can express the radA gene, which encodes an adhesin of the MSCRAMMs family, only when it colonizes the gut. The RadA N-terminal region contains an all-β bacterial Ig-like domain known to interact with collagens. We observed that it preferentially binds human immunoglobulins (IgA and IgG) and intestinal mucins. Using deglycosylated substrates, we also showed that the RadA N-terminal region recognizes two different types of motifs, the protein backbone of human IgG and the glycan structure of mucins. Finally, competition assays with lectins and free monosaccharides identified Galactose and N-Acetyl-Galactosamine motifs as specific targets for the binding of RadA to mucins and the surface of human epithelial cells.","In this paper, the RadA N-terminal region contains an all-β bacterial Ig-like domain known to interact with collagens, which preferentially binds human immunoglobulins (IgA and IgG) and intestinal mucins."
"Mechanistic Insights Into the Cross-Feeding of Ruminococcus gnavus and Ruminococcus bromii on Host and Dietary Carbohydrates.","https://scispace.com/paper/mechanistic-insights-into-the-cross-feeding-of-ruminococcus-3c4ujieik1","2018","Journal Article","Frontiers in Microbiology","Emmanuelle H. Crost
Gwénaëlle Le Gall
Jenny A. Laverde-Gomez
Indrani Mukhopadhya
Harry J. Flint
Nathalie Juge","10.3389/FMICB.2018.02558","","Dietary and host glycans shape the composition of the human gut microbiota with keystone carbohydrate-degrading species playing a critical role in maintaining the structure and function of gut microbial communities. Here, we focused on two major human gut symbionts, the mucin-degrader Ruminococcus gnavus ATCC 29149, and R. bromii L2-63, a keystone species for the degradation of resistant starch (RS) in human colon. Using anaerobic individual and co-cultures of R. bromii and R. gnavus grown on mucin or starch as sole carbon source, we showed that starch degradation by R. bromii supported the growth of R. gnavus whereas R. bromii did not benefit from mucin degradation by R. gnavus. Further we analyzed the growth (quantitative PCR), metabolite production (1H NMR analysis), and bacterial transcriptional response (RNA-Seq) of R. bromii cultured with RS or soluble starch (SS) in the presence or absence of R. gnavus. In co-culture fermentations on starch, 1H NMR analysis showed that R. gnavus benefits from transient glucose and malto-oligosaccharides released by R. bromii upon starch degradation, producing acetate, formate, and lactate as main fermentation end-products. Differential expression analysis (DESeq 2) on starch (SS and RS) showed that the presence of R. bromii induced changes in R. gnavus transcriptional response of genes encoding several maltose transporters and enzymes involved in its metabolism such as maltose phosphorylase, in line with the ability of R. gnavus to utilize R. bromii starch degradation products. In the RS co-culture, R. bromii showed a significant increase in the induction of tryptophan (Trp) biosynthesis genes and a decrease of vitamin B12 (VitB12)-dependent methionine biosynthesis as compared to the mono-culture, suggesting that Trp and VitB12 availability become limited in the presence of R. gnavus. Together this study showed a direct competition between R. bromii and R. gnavus on RS, suggesting that in vivo, the R. gnavus population inhabiting the mucus niche may be modulated by the supply of non-digestible carbohydrates reaching the colon such as RS.","Together this study showed a direct competition between R. bromii and R. gnavus on RS, suggesting that in vivo, the R. Gnavus population inhabiting the mucus niche may be modulated by the supply of non-digestible carbohydrates reaching the colon such as RS."
"Dysbiosis-associated gut bacterium <i>Ruminococcus gnavus</i> varies at the strain level in its ability to utilize key mucin component sialic acid","https://scispace.com/paper/dysbiosis-associated-gut-bacterium-i-ruminococcus-gnavus-i-axvt0wkuplgn","2025","Journal Article","Microbiology spectrum","Olga M. Sokolovskaya
Jasmina Uzunović
Yutian Peng
Mikiko Okumura
Lingjue Mike Wang
Yuhui Zhou
Zijuan Lai
Elizabeth Skippington
Man‐Wah Tan","10.1128/spectrum.03090-24","","Ruminococcus gnavus is a prevalent human gut commensal bacterium with known roles in intestinal mucus degradation, including by catabolism of the terminal mucin sugar sialic acid. While R. gnavus is not considered a pathogen, overabundance of this species is correlated with inflammatory bowel disease (IBD), and its sialic acid metabolism may play a role in the dysbiotic state. Interestingly, liberation of mucin-bound sialic acid by R. gnavus yields the distinct product of 2,7-anhydro-N-acetylneuraminic acid (2,7-anhydro-Neu5Ac), in contrast to other known mucin-degrading bacteria, which generate Neu5Ac. This prompted us to look for 2,7-anhydro-Neu5Ac metabolism proteins in the genomes of 77 R. gnavus clinical isolates. We found that 2,7-anhydro-Neu5Ac metabolism is sporadically distributed in this species with respect to phylogeny and strain origin. We measured sialic acid-dependent growth of 12 sequenced isolates, finding that the presence of 2,7-anhydro-Neu5Ac catabolism proteins was predictive of growth on this substrate. Our analysis also uncovered ""partial"" 2,7-anhydro-Neu5Ac catabolism pathways in two R. gnavus strains, leading to the discovery that these strains grow with Neu5Ac as a sole carbon source, a metabolic capability previously unreported in this species. These results reveal a notable diversity of sialic acid catabolism across the R. gnavus species, an essential consideration for further investigations into the importance of this metabolism in mucin degradation and in the roles of R. gnavus in IBD and other gut dysbioses. Ruminococcus gnavus is a common resident of the human gut, but often blooms in inflammatory bowel disease (IBD). It remains unclear whether R. gnavus plays any direct role in disease occurrence. This study investigates R. gnavus utilization of sialic acid, a crucial component of host mucins, the main constituents of the mucus that lines and protects the gut. We profile variations in sialic acid metabolic pathways and growth among 77 R. gnavus strains, isolated from healthy people and individuals with IBD, discovering further diversity in sialic acid utilization than was previously appreciated. This study emphasizes that the intricate interaction between bacteria and their environment must be examined at the strain level to understand the roles of particular species in health and disease. ","Ruminococcus gnavus, a gut commensal bacterium linked to inflammatory bowel disease, exhibits strain-level variation in its ability to utilize sialic acid, a key mucin component, with some strains capable of growing on alternative carbon sources."
"Influence of mucin on glycosidase, protease and arylamidase activities of human gut bacteria grown in a 3-stage continuous culture system","https://scispace.com/paper/influence-of-mucin-on-glycosidase-protease-and-arylamidase-52jbwyi0vf","1989","Journal Article","Journal of Applied Microbiology","George T. Macfarlane
S. Hay
Glenn R. Gibson","10.1111/J.1365-2672.1989.TB05110.X","","Human intestinal bacteria were grown in a 3-stage continuous culture system on a medium containing complex polysaccharides and proteins as carbon and nitrogen sources. Selected bacterial populations were enumerated and glycosidase, protease and arylamidase activities measured. Comparison of arylamidase and glycosidase activities in the multichamber system (MCS) and faeces showed that the predominant faecal enzymes were also produced by bacteria growing in the MCS. After 48 d operation, porcine gastric mucin (5.8 g/d) was independently fed to vessel 1. Elevated levels of volatile fatty acid (VFA) formation showed that the glycoprotein was actively fermented. The increase in carbohydrate availability as a result of breakdown of the mucin oligosaccharides stimulated bacterial growth and activities. The enzymological measurements showed that mucin increased production of both cell-bound and extracellular glycosidases, such as beta-galactosidase, alpha-glucosidase and N-acetyl-beta-glucosaminidase. Protease activities were profoundly influenced by mucin. These were largely cell-bound in non-mucin cultures but were predominantly extracellular and collagenolytic when mucin was present. Experiments with protease inhibitors showed that cysteine proteases were the major cell-bound and extracellular enzymes in both mucin and non-mucin cultures, but that serine and metalloproteases were also present. The effect of mucin on arylamidase formation was less marked, although there was increased production of these enzymes in vessels 1 and 2 of the MCS. These results suggest that host-produced substances such as mucin glycoprotein may play a role in modulating the growth and activity of bacteria growing in the human large intestine.","The results suggest that host-produced substances such as mucin glycoprotein may play a role in modulating the growth and activity of bacteria growing in the human large intestine."
"Utilisation of Mucin Glycans by the Human Gut Symbiont Ruminococcus gnavus Is Strain-Dependent","https://scispace.com/paper/utilisation-of-mucin-glycans-by-the-human-gut-symbiont-22naupj3uz","2013","Journal Article","PLOS ONE","Emmanuelle H. Crost
Louise E. Tailford
Gwénaëlle Le Gall
Michel Fons
Bernard Henrissat
Bernard Henrissat
Nathalie Juge","10.1371/JOURNAL.PONE.0076341","","Commensal bacteria often have an especially rich source of glycan-degrading enzymes which allow them to utilize undigested carbohydrates from the food or the host. The species Ruminococcus gnavus is present in the digestive tract of ≥90% of humans and has been implicated in gut-related diseases such as inflammatory bowel diseases (IBD). Here we analysed the ability of two R. gnavus human strains, E1 and ATCC 29149, to utilize host glycans. We showed that although both strains could assimilate mucin monosaccharides, only R. gnavus ATCC 29149 was able to grow on mucin as a sole carbon source. Comparative genomic analysis of the two R. gnavus strains highlighted potential clusters and glycoside hydrolases (GHs) responsible for the breakdown and utilization of mucin-derived glycans. Transcriptomic and functional activity assays confirmed the importance of specific GH33 sialidase, and GH29 and GH95 fucosidases in the mucin utilisation pathway. Notably, we uncovered a novel pathway by which R. gnavus ATCC 29149 utilises sialic acid from sialylated substrates. Our results also demonstrated the ability of R. gnavus ATCC 29149 to produce propanol and propionate as the end products of metabolism when grown on mucin and fucosylated glycans. These new findings provide molecular insights into the strain-specificity of R. gnavus adaptation to the gut environment advancing our understanding of the role of gut commensals in health and disease.","It is shown that although both strains could assimilate mucin monosaccharides, only R. gnavus ATCC 29149 was able to grow on mucin as a sole carbon source, and a novel pathway by which R.gnavusATCC29149 utilises sialic acid from sialylated substrates is uncovered, advancing understanding of the role of gut commensals in health and disease."
"Bacterial cross feeding: exploring effects of r. gnavus released mucus carbohydrate substrates on adherent-invasive e. coli lf82 growth and expression of relevant molecular pathways in aerobic and anaerobic conditions","https://scispace.com/paper/bacterial-cross-feeding-exploring-effects-of-r-gnavus-t38ibpuiymmv","2025","Journal Article","Inflammatory Bowel Diseases","Saori Kashiwagi
Jeffrey Roach
Simon Gray
Balfour R. Sartor","10.1093/ibd/izae282.120","","Abstract BACKGROUND Mucus-digesting Ruminococcus gnavus (Rg), adherent-invasive E. coli (AIEC) and fecal hydrogen sulfide (H2S) are increased in active Crohn’s disease (CD) compared to healthy subjects. We established a link between Rg and ileal CD AIEC strain LF82 by showing that dual colonization of ex-germ-free (GF) IL10-/- mice potentiated colitis and cecal H2S production. Rg precultured mucus increased LF82 growth and H2S production, H2S supported in vitro Rg survival in minimal medium, and H2S enhanced LF82 adhesion and invasion both in vitro and in vivo (DDW 2023). Rg’s capsule contains glucose and has an enzyme that cleaves off sialic acid (Neu5Ac), one of the terminal carbohydrates of mucus. Because inflamed colons become microaerophilic to some extent, we focused on Rg-derived glucose and mucus-derived Neu5Ac to explore expression of LF82 molecular pathways under aerobic and anaerobic conditions. HYPOTHESIS AIEC LF82 genes regulating growth, H2S production and virulence are differentially expressed with glucose or Neu5Ac substrates in aerobic vs. anaerobic conditions. METHODS LF82 was cultured in M9 minimal medium supplemented with Rg-/mucus-derived carbohydrates or gut-relevant sulfur substrates for 16 hours in aerobic or anaerobic conditions. LF82 RNA cultured with glucose or Neu5Ac medium in each condition was isolated for RNA sequencing. We compared aerobic vs. anaerobic results for each medium with |Log2FC| &amp;gt; 3.0 considered significant change. RESULTS Rg associated mucus carbohydrates and gut-relevant sulfur substrates variably enhanced LF82 growth. LF82 grew better in Neu5Ac than glucose in aerobic and vice versa in anaerobic conditions (Fig.1). Neu5Ac metabolism pathways involving nanE (N-acetylmannosamine-6-phosphate 2-epimerase) and dnaA (chromosomal replication initiator), directly involved in cell replication, were overexpressed in aerobic vs. anaerobic conditions in Neu5Ac medium. Additionally, expression of other Neu5Ac metabolic pathway genes, nanT (sialic transporter) and nanA (N-acetylneuraminate lyase) were slightly increased. Porin OmpC, a non-specific glucose transporter, and dnaA were more highly expressed in anaerobic than aerobic conditions in glucose medium (Table 1A). Moreover, LF82 genes involved in H2S production, biofilm formation and antimicrobial drug resistance were overexpressed in glucose vs. Neu5Ac with aerobic culture (Table 1B). CONCLUSIONS AIEC LF82 differentially uses R. gnavus released mucus components for growth in aerobic vs. anaerobic conditions, and sialic acid and glucose activate distinct molecular pathways in the two conditions. Confirmatory functional experiments are underway. Glucose influences on LF82 H2S production and biofilm formation would provide strong evidence of cross-feeding between LF82 and R. gnavus, leading to potential diagnostic/treatment clues for further investigation. ","Ruminococcus gnavus released mucus carbohydrates enhance adherent-invasive E. coli LF82 growth and expression of molecular pathways in aerobic and anaerobic conditions, with glucose and sialic acid activating distinct pathways in each condition."
"Investigating Host Microbiota Relationships Through Functional Metagenomics","https://scispace.com/paper/investigating-host-microbiota-relationships-through-50waustfis","2019","Journal Article","Frontiers in Microbiology","Elisabeth Laville
Josette Perrier
Nada Bejar
Marc Maresca
Jérémy Esque
Alexandra S. Tauzin
Emna Bouhajja
Marion Leclerc
Elodie Drula
Elodie Drula
Bernard Henrissat
Bernard Henrissat
Stéphane Berdah
Eric Di Pasquale
Patrick Robe
Gabrielle Potocki-Véronèse","10.3389/FMICB.2019.01286","","The human Intestinal mucus is formed by glycoproteins, the O- and N-linked glycans which constitute a crucial source of carbon for commensal gut bacteria, especially when deprived of dietary glycans of plant origin. In recent years, a dozen carbohydrate-active enzymes from cultivated mucin degraders have been characterized. But yet, considering the fact that uncultured species predominate in the human gut microbiota, these biochemical data are far from exhaustive. In this study, we used functional metagenomics to identify new metabolic pathways in uncultured bacteria involved in harvesting mucin glycans. First, we performed a high-throughput screening of a fosmid metagenomic library constructed from the ileum mucosa microbiota using chromogenic substrates. The screening resulted in the isolation of 124 clones producing activities crucial in the degradation of human O- and N-glycans, namely sialidases, β-D-N-acetyl-glucosaminidase, β-D-N-acetyl-galactosaminidase, and/or β-D-mannosidase. Thirteen of these clones were selected based on their diversified functional profiles and were further analyzed on a secondary screening. This step consisted of lectin binding assays to demonstrate the ability of the clones to degrade human intestinal mucus. In total, the structural modification of several mucin motifs, sialylated mucin ones in particular, was evidenced for nine clones. Sequencing their metagenomic loci highlighted complex catabolic pathways involving the complementary functions of glycan sensing, transport, hydrolysis, deacetylation, and deamination, which were sometimes associated with amino acid metabolism machinery. These loci are assigned to several Bacteroides and Feacalibacterium species highly prevalent and abundant in the gut microbiome and explain the metabolic flexibility of gut bacteria feeding both on dietary and human glycans.","Functional metagenomics is used to identify new metabolic pathways in uncultured bacteria involved in harvesting mucin glycans and explain the metabolic flexibility of gut bacteria feeding both on dietary and human glycans."
"Mucin-derived O-glycans supplemented to diet mitigate diverse microbiota perturbations.","https://scispace.com/paper/mucin-derived-o-glycans-supplemented-to-diet-mitigate-26xuwragc0","2021","Journal Article","The ISME Journal","Kali M. Pruss
Angela Marcobal
Audrey Southwick
Dylan Dahan
Samuel A. Smits
Jessica A. Ferreyra
Steven K. Higginbottom
Erica D. Sonnenburg
Purna C. Kashyap
Biswa Choudhury
Lars Bode
Justin L. Sonnenburg","10.1038/S41396-020-00798-6","","Microbiota-accessible carbohydrates (MACs) are powerful modulators of microbiota composition and function. These substrates are often derived from diet, such as complex polysaccharides from plants or human milk oligosaccharides (HMOs) during breastfeeding. Host-derived mucus glycans on gut-secreted mucin proteins serve as a continuous endogenous source of MACs for resident microbes; here we investigate the potential role of purified, orally administered mucus glycans in maintaining a healthy microbial community. In this study, we liberated and purified O-linked glycans from porcine gastric mucin and assessed their efficacy in shaping the recovery of a perturbed microbiota in a mouse model. We found that porcine mucin glycans (PMGs) and HMOs enrich for taxonomically similar resident microbes. We demonstrate that PMGs aid recovery of the microbiota after antibiotic treatment, suppress Clostridium difficile abundance, delay the onset of diet-induced obesity, and increase the relative abundance of resident Akkermansia muciniphila. In silico analysis revealed that genes associated with mucus utilization are abundant and diverse in prevalent gut commensals and rare in enteric pathogens, consistent with these glycan-degrading capabilities being selected for during host development and throughout the evolution of the host–microbe relationship. Importantly, we identify mucus glycans as a novel class of prebiotic compounds that can be used to mitigate perturbations to the microbiota and provide benefits to host physiology.","This study liberated and purified O -linked glycans from porcine gastric mucin and assessed their efficacy in shaping the recovery of a perturbed microbiota in a mouse model, and identified mucus glycans as a novel class of prebiotic compounds that can be used to mitigate perturbations to the microbiota and provide benefits to host physiology."
"Mucin degradation in human colon ecosystems. Isolation and properties of fecal strains that degrade ABH blood group antigens and oligosaccharides from mucin glycoproteins.","https://scispace.com/paper/mucin-degradation-in-human-colon-ecosystems-isolation-and-509b6o4qfd","1985","Journal Article","Journal of Clinical Investigation","L C Hoskins
M Agustines
W B McKee
E T Boulding
M. S. Kriaris
G Niedermeyer","10.1172/JCI111795","","We previously reported that the oligosaccharide chains of hog gastric mucin were degraded by unidentified subpopulations numbering approximately 1% of normal human fecal bacteria. Here we report on the enzyme-producing properties of five strains of mucin oligosaccharide chain-degrading bacteria isolated from feces of four healthy subjects. Four were isolated from the greatest fecal dilutions yielding mucin side chain-degrading activity in culture, and thus were the numerically dominant side chain-degrading bacteria in their respective hosts. Three were Ruminococcus strains and two were Bifidobacterium strains. Two Ruminococcus torques strains, IX-70 and VIII-239, produced blood group A- and H-degrading alpha-glycosidase activities, sialidase, and the requisite beta-glycosidases; these strains released greater than 90% of the anthrone-reacting hexoses from hog gastric mucin during growth in culture. The Bifidobacterium strains lacked A-degrading activity but were otherwise similar; these released 60-80% of the anthrone-reacting hexoses but not the A antigenic structures from hog gastric mucin. Only Ruminococcus AB strain VI-268 produced blood group B-degrading alpha-galactosidase activity, but this strain lacked beta-N-acetylhexosaminidases to complete degradation of B antigenic chains. When this strain was co-cultured with a strain that produced beta-N-acetylhexosaminidases, release of hexoses from blood group B salivary glycoprotein increased from 50 to greater than 90%, and bacterial growth was enhanced. The glycosidases required for side chain degradation were produced by these strains in the absence of mucin substrate, and a substantial fraction of each activity in stationary phase cultures was extracellular. In contrast, none of 16 other fecal Bacteroides, Escherichia coli, Streptococcus faecalis, and Bifidobacterium strains produced ABH blood group-degrading enzymes; other glycosidases produced by these strains were predominantly cell bound except for extracellular beta-N-acetylhexosaminidases produced by the five S. faecalis strains. We conclude that certain Bifidobacterium and Ruminococcus strains are numerically dominant populations degrading mucin oligosaccharides in the human colon due to their constitutive production of the requisite extracellular glycosidases including blood group antigen-specific alpha-glycosidases. These properties characterize them as a functionally distinct subpopulation of normal human enteric microflora comprised of specialized subsets that produce blood group H antigen-degrading glycosidases alone or together with either blood group A- or B-degrading glycosidases.","It is concluded that certain Bifidobacterium and Ruminococcus strains are numerically dominant populations degrading mucin oligosaccharides in the human colon due to their constitutive production of the requisite extracellular glycosidase including blood group antigen-specific alpha-glycosidases."
"The mucin-degradation strategy of Ruminococcus gnavus: The importance of intramolecular trans-sialidases.","https://scispace.com/paper/the-mucin-degradation-strategy-of-ruminococcus-gnavus-the-14vhw9nji5","2016","Journal Article","Gut microbes","Emmanuelle H. Crost
Louise E. Tailford
Marie Monestier
David Swarbreck
Bernard Henrissat
Lisa Crossman
Nathalie Juge","10.1080/19490976.2016.1186334","","We previously identified and characterized an intramolecular trans-sialidase (IT-sialidase) in the gut symbiont Ruminococcus gnavus ATCC 29149, which is associated to the ability of the strain to grow on mucins. In this work we have obtained and analyzed the draft genome sequence of another R. gnavus mucin-degrader, ATCC 35913, isolated from a healthy individual. Transcriptomics analyses of both ATCC 29149 and ATCC 35913 strains confirmed that the strategy utilized by R. gnavus for mucin-degradation is focused on the utilization of terminal mucin glycans. R. gnavus ATCC 35913 also encodes a predicted IT-sialidase and harbors a Nan cluster dedicated to sialic acid utilization. We showed that the Nan cluster was upregulated when the strains were grown in presence of mucin. In addition we demonstrated that both R. gnavus strains were able to grow on 2,7-anyhydro-Neu5Ac, the IT-sialidase transglycosylation product, as a sole carbon source. Taken together these data further support the hypothesis that IT-sialidase expressing gut microbes, provide commensal bacteria such as R. gnavus with a nutritional competitive advantage, by accessing and transforming a source of nutrient to their own benefit.","In this paper, the authors have obtained and analyzed the draft genome sequence of another R. gnavus mucin-degrader, ATCC 35913, isolated from a healthy individual and showed that the Nan cluster was upregulated when the strains were grown in presence of mucin."
"Fucosidases from the human gut symbiont Ruminococcus gnavus","https://scispace.com/paper/fucosidases-from-the-human-gut-symbiont-ruminococcus-gnavus-1x3ssv3pjv","2021","Journal Article","Cellular and Molecular Life Sciences","Haiyang Wu
Osmond D. Rebello
Emmanuelle H. Crost
C. David Owen
Samuel Walpole
Chloe Bennati-Granier
Didier Ndeh
Serena Monaco
Thomas Hicks
Anna Colvile
Paulina A. Urbanowicz
Martin A. Walsh
Jesús Angulo
Jesús Angulo
Jesús Angulo
Daniel I. R. Spencer
Nathalie Juge","10.1007/S00018-020-03514-X","","The availability and repartition of fucosylated glycans within the gastrointestinal tract contributes to the adaptation of gut bacteria species to ecological niches. To access this source of nutrients, gut bacteria encode α-L-fucosidases (fucosidases) which catalyze the hydrolysis of terminal α-L-fucosidic linkages. We determined the substrate and linkage specificities of fucosidases from the human gut symbiont Ruminococcus gnavus. Sequence similarity network identified strain-specific fucosidases in R. gnavus ATCC 29149 and E1 strains that were further validated enzymatically against a range of defined oligosaccharides and glycoconjugates. Using a combination of glycan microarrays, mass spectrometry, isothermal titration calorimetry, crystallographic and saturation transfer difference NMR approaches, we identified a fucosidase with the capacity to recognize sialic acid-terminated fucosylated glycans (sialyl Lewis X/A epitopes) and hydrolyze α1-3/4 fucosyl linkages in these substrates without the need to remove sialic acid. Molecular dynamics simulation and docking showed that 3'-Sialyl Lewis X (sLeX) could be accommodated within the binding site of the enzyme. This specificity may contribute to the adaptation of R. gnavus strains to the infant and adult gut and has potential applications in diagnostic glycomic assays for diabetes and certain cancers.","Using a combination of glycan microarrays, mass spectrometry, isothermal titration calorimetry, crystallographic and saturation transfer difference NMR approaches, a fucosidase is identified with the capacity to recognize sialic acid-terminatedfucosylated glycans (sialyl Lewis X/A epitopes) and hydrolyze α1–3/4 fucOSyl linkages in these substrates without the need to remove sial"
"Prominent members of the human gut microbiota express endo-acting O-glycanases to initiate mucin breakdown","https://scispace.com/paper/prominent-members-of-the-human-gut-microbiota-express-endo-ue6xq1valp","2020","Journal Article","Nature Communications","Lucy I. Crouch
Lucy I. Crouch
Marcelo Vizoná Liberato
Paulina A. Urbanowicz
Arnaud Baslé
Christopher A. Lamb
Christopher J. Stewart
Katie Cooke
Mary Doona
Stephanie Needham
Richard R. W. Brady
Janet E. Berrington
Katarina Madunić
Manfred Wuhrer
Peter I. Chater
J. P. Pearson
Robert W. P. Glowacki
Eric C. Martens
Fuming Zhang
Robert J. Linhardt
Daniel Spencer
David N. Bolam","10.1038/S41467-020-17847-5","","The thick mucus layer of the gut provides a barrier to infiltration of the underlying epithelia by both the normal microbiota and enteric pathogens. Some members of the microbiota utilise mucin glycoproteins as a nutrient source, but a detailed understanding of the mechanisms used to breakdown these complex macromolecules is lacking. Here we describe the discovery and characterisation of endo-acting enzymes from prominent mucin-degrading bacteria that target the polyLacNAc structures within oligosaccharide side chains of both animal and human mucins. These O-glycanases are part of the large and diverse glycoside hydrolase 16 (GH16) family and are often lipoproteins, indicating that they are surface located and thus likely involved in the initial step in mucin breakdown. These data provide a significant advance in our knowledge of the mechanism of mucin breakdown by the normal microbiota. Furthermore, we also demonstrate the potential use of these enzymes as tools to explore changes in O-glycan structure in a number of intestinal disease states. Epithelial cells that line the gut secrete complex glycoproteins that form a mucus layer to protect the gut wall from enteric pathogens. Here, the authors provide a comprehensive characterisation of endo-acting glycoside hydrolases expressed by mucin-degrading members of the microbiome that are able to cleave the O-glycan chains of a range of different animal and human mucins.","The authors provide a comprehensive characterisation of endo-acting glycoside hydrolases expressed by mucin-degrading members of the microbiome that are able to cleave the O-glycan chains of a range of different animal and human mucins."
